date,EV Trend,Coronavirus Trend,Coronavirus_unscaled,Coronavirus_monthly,isPartial_x,scale_x,Electric vehicle_unscaled,Electric vehicle_monthly,isPartial_y,scale_y
2015-10-16,14.6,0.0,,,,,,,,
2015-10-19,18.8,0.0,,,,,,,,
2015-10-21,17.400000000000002,0.0,,,,,,,,
2015-10-23,12.4,0.0,,,,,,,,
2015-10-24,16.8,0.0,,,,,,,,
2015-10-31,4.0,0.0,,,,,,,,
2015-11-02,12.73,0.0,,,,,,,,
2015-11-04,11.97,0.0,,,,,,,,
2015-11-05,13.11,0.0,,,,,,,,
2015-11-06,18.62,0.0,,,,,,,,
